Cocunut,AGE,YEARS_WITH_BANK,MARTIAL_STATUS,EDUCATION,EMPLOYMENT,GENDER,CUST_INCOME,CURRENT_ADDRESS_DATE,CURRENT_JOB_DATE,CURRENT_WITH_BANK_DATE,CURRENT_BALANCE_EUR
82189,68,10,M,HGH,RET,F,"293,1613846",01/01/1990,01/10/9999,06/10/2006,"1146,057692"
82190,37,11,S,BCR,PVE,F,"662,1312308",22/03/1980,01/01/2014,16/11/2005,"4615,384615"
82191,72,10,W,HGH,RET,F,"179,6989231",01/01/1972,01/10/9999,05/12/2006,"2292,115385"
82192,65,12,M,HGH,RET,M,"286,3307692",01/10/2013,01/10/9999,06/10/2004,"5371,453846"
82193,43,12,M,HGH,PVE,M,"382,0513077",15/03/2006,26/12/2013,04/07/2005,"6573,165692"
82194,71,13,M,HGH,RET,M,"318,1645385",08/03/1977,01/10/9999,18/02/2004,"1185,576923"
82195,50,4,M,BCR,PVE,M,"276,7084615",01/06/2006,01/12/2011,14/08/2012,"813,1933077"
82196,56,12,M,BCR,STE,M,"397,3461538",09/08/1961,08/03/1993,31/03/2005,"3399,945"
82197,24,0,S,HGH,STE,M,"221,9669231",05/12/1993,10/05/2014,13/08/2016,"4055,105231"
82198,64,11,M,HGH,STE,F,"335,0823846",01/01/1990,20/10/1976,14/09/2005,"4615,384615"
82199,52,10,M,HGH,PVE,M,"198,5246154",01/01/2006,29/12/1986,02/07/2007,"1674,715"
82200,70,9,W,HGH,RET,F,"227,2230769",01/04/1988,01/10/9999,19/10/2007,"790,3846154"
82201,32,8,*noval*,HGH,OTH,F,0,01/10/9999,27/03/2009,27/03/2009,"2307,692308"
82202,44,12,M,HGH,STE,M,"407,1347692",17/02/1973,30/09/2003,16/05/2005,"6660,807846"
82203,53,0,M,HGH,STE,M,"615,3846154",01/01/1964,03/07/1998,26/07/2016,"141,4"
82204,43,3,M,HGH,PVE,M,"176,9230769",19/02/1974,01/02/2014,05/02/2014,"2307,692308"
82205,41,2,M,HGH,PVE,M,"346,2230769",10/02/1976,05/03/2014,23/09/2014,"4615,384615"
82206,47,12,M,BCR,STE,F,"639,1676923",27/01/2010,01/10/1996,14/01/2005,"7692,307692"
82207,65,5,M,HGH,RET,F,"165,9913846",01/01/2009,01/10/9999,20/06/2012,"790,3846154"
82208,37,13,M,HGH,PVE,F,"812,2240769",01/01/2015,30/11/2005,15/01/2004,"7745,769231"
82209,70,9,S,HGH,RET,F,"269,6593077",01/05/2000,11/05/1993,22/02/2008,"932,6538462"
82210,66,0,W,HGH,RET,F,"167,8755385",01/10/1952,01/10/9999,17/10/2016,"3951,923077"
82211,51,12,M,BCR,RET,M,"314,7391538",10/08/1989,01/10/9999,22/04/2005,"955,578"
82212,32,4,M,BCR,STE,M,"347,1771538",27/10/1985,07/05/2012,20/09/2012,"711,3461538"
82213,49,13,M,HGH,PVE,F,"284,6153846",30/09/1991,06/11/2003,28/11/2003,"1219,789923"
82214,34,4,S,HGH,PVE,F,"324,5007692",14/11/1983,28/03/2011,17/01/2013,"7884,615385"
82215,65,11,M,BCR,RET,F,"285,5122308",26/12/1986,01/10/9999,01/11/2005,"5366,711538"
82216,44,10,S,HGH,STE,M,"304,4785385",17/08/1973,01/06/1994,24/10/2006,"2307,692308"
82217,53,0,M,BCR,OTH,M,"373,7527692",01/10/9999,01/10/9999,19/10/2016,"2615,384615"
82218,44,5,S,HGH,PVE,M,"165,3846154",17/04/1973,01/02/2010,04/10/2011,"2170,622077"
82219,62,5,W,HGH,RET,F,"189,1409231",01/01/1983,01/10/9999,11/05/2012,"805,6341538"
82220,62,5,M,HGH,RET,M,"173,9154615",16/06/1955,01/10/9999,30/03/2012,"4460,410231"
82221,63,10,S,PRS,RET,M,"155,0801538",01/01/1966,01/10/9999,08/11/2006,"2529,230769"
82222,63,13,M,BCR,PVE,F,"1530,207692",20/09/1977,07/08/1990,26/01/2004,"3076,923077"
82223,35,8,M,HGH,STE,F,"317,1023077",01/01/2003,01/08/2005,01/12/2008,"1320,157615"
82224,56,3,M,HGH,PVE,F,"292,3076923",20/07/1978,18/02/2013,13/09/2013,"2260,865231"
82225,49,1,M,HGH,PVE,F,"169,2307692",01/01/2010,06/07/2015,20/07/2015,"2278,697385"
82226,32,2,M,BCR,STE,F,"376,9230769",01/01/2013,01/01/2011,24/03/2015,"2307,692308"
82227,61,5,M,HGH,RET,M,"323,1775385",01/01/1990,01/10/9999,06/12/2011,"4615,384615"
82228,53,13,D,BCR,PVE,F,"173,5897692",04/05/2000,01/09/2003,02/10/2003,"4601,216"
82229,47,0,M,HGH,PVE,F,"173,2461538",02/03/2004,18/04/2016,05/10/2016,"2307,692308"
82230,42,5,M,BCR,STE,F,"358,1493846",01/10/2007,01/07/2007,23/05/2012,"990,1182308"
82231,39,11,S,BCR,STE,F,"553,8461538",26/02/1978,01/09/2003,21/09/2005,"4615,384615"
82232,60,3,M,HGH,PVE,M,0,01/04/1982,01/01/2013,29/11/2013,"2307,692308"
82233,54,11,M,HGH,PVE,M,"438,5648462",01/11/1963,16/07/1984,26/08/2005,"1538,461538"
82234,59,13,D,BCR,STE,F,"462,0321538",10/10/2014,24/01/2008,27/02/2004,"982,9231538"
82235,69,10,M,HGH,RET,F,"239,0382308",01/03/1975,01/10/9999,31/10/2006,"5256,057692"
82236,44,1,S,HGH,PVE,M,"196,2461538",26/09/1973,23/09/2015,28/09/2015,"2307,692308"
82237,33,4,M,HGH,PVE,F,217,01/01/2005,01/10/9999,03/01/2013,"817,1233077"
82238,64,0,M,HGH,RET,M,"278,1212308",04/05/1997,01/10/9999,17/10/2016,"2307,692308"
82239,35,7,S,HGH,PVE,M,"659,2769231",07/01/1982,01/04/2014,13/01/2010,"2307,692308"
82240,46,11,M,BCR,STE,F,"601,2743077",01/08/2000,01/06/2009,25/10/2005,"8483,307385"
82241,32,3,M,BCR,PVE,F,"253,1384615",02/06/2006,09/09/2013,06/09/2013,"802,578"
82242,59,1,D,HGH,RET,F,"280,7429231",01/10/1978,01/10/9999,22/07/2015,"357,0766154"
82243,37,0,M,BCR,PVE,M,"769,2307692",05/05/2015,01/09/2015,19/09/2016,"512,2307692"
82244,66,14,M,HGH,RET,M,"232,5046154",02/10/2008,01/10/9999,09/01/2003,"2371,153846"
82245,43,4,M,HGH,PVE,F,"276,9230769",01/09/1997,01/04/2012,15/12/2012,"1538,461538"
82246,66,4,M,HGH,RET,M,"325,4344615",01/09/1994,01/10/9999,27/11/2012,"4347,115385"
82247,28,4,M,BCR,PVE,F,"215,3846154",01/01/2011,22/11/2011,20/12/2012,"131,1269231"
82248,56,4,M,HGH,STE,F,"307,0461538",01/01/2000,01/11/1983,18/07/2012,"4057,834462"
82249,60,4,*noval*,HGH,OTH,F,0,01/10/9999,01/10/9999,27/03/2013,"3846,153846"
82250,71,12,M,HGH,STE,M,"293,4663077",30/12/1985,01/10/1975,15/07/2004,"2766,346154"
82251,57,2,M,BCR,STE,F,"304,3656923",10/10/1980,22/06/1987,24/01/2015,"1507,243462"
82252,47,12,M,BCR,STE,F,"1337,515385",29/09/2014,01/01/2010,07/02/2005,"7692,307692"
82253,46,13,M,HGH,PVE,F,"319,202",18/01/2000,01/06/1992,30/04/2004,"986,9230769"
82254,59,1,M,HGH,RET,M,"253,8461538",01/08/1970,22/04/2001,03/02/2016,"422,5535385"
82255,55,10,M,HGH,OTH,F,"132,2076923",01/01/1987,01/02/1985,11/12/2006,"1153,846154"
82256,54,11,M,HGH,PVE,F,"397,5615385",17/06/1987,01/02/2010,15/09/2005,"803,5316154"
82257,57,12,M,HGH,PVE,M,"380,8942308",27/11/1998,16/02/1981,19/10/2004,"4615,384615"
82258,42,0,M,HGH,PVE,M,"177,8655385",06/11/1975,20/01/2004,07/10/2016,"2307,692308"
82259,64,8,W,HGH,RET,F,"240,0211538",31/08/1982,01/10/9999,16/09/2008,"3161,538462"
82260,37,6,M,HGH,STE,M,"309,9538462",12/11/1980,03/01/2002,01/02/2011,"6397,881308"
82261,51,5,M,HGH,PVE,F,"310,2692308",01/01/1993,12/09/2012,30/09/2011,"2307,692308"
82262,57,14,M,HGH,RET,F,"244,8656923",10/08/1997,01/10/9999,20/11/2002,"1176,729923"
82263,33,4,S,HGH,PVE,M,175,16/12/1984,26/01/2016,29/10/2012,"2307,692308"
82264,58,15,W,BCR,STE,F,"1093,076923",16/12/1993,20/09/2005,18/01/2002,"4615,384615"
82265,30,4,S,HGH,PVE,M,"283,8358462",14/04/1987,07/04/2013,29/04/2013,"2307,692308"
82266,46,0,M,HGH,PVE,F,"218,4615385",01/05/2014,01/09/2014,19/10/2016,0
82267,48,7,M,BCR,PVE,F,"346,1538462",01/01/2000,15/10/2009,02/11/2009,"2307,692308"
82268,46,2,M,HGH,PVE,M,"173,3266154",26/10/1971,11/07/2012,30/12/2014,"2260,865231"
82269,31,9,*noval*,OTH,OTH,M,0,01/10/9999,01/10/9999,24/09/2007,"2307,692308"
82270,37,4,M,BCR,STE,F,"452,7073846",01/01/2004,07/10/2013,25/12/2012,"4615,384615"
82271,32,8,M,HGH,STE,M,"493,4402308",01/05/2001,01/10/2008,30/09/2008,"4615,384615"
82272,22,1,S,HGH,PVE,M,"192,7692308",01/06/1997,15/08/2015,17/07/2015,"3496,924077"
82273,35,10,S,HGH,STE,F,"315,9113077",06/05/1982,25/04/2007,08/05/2007,"4995,605923"
82274,50,11,D,HGH,PVE,F,"284,6153846",01/01/1978,01/07/2015,15/08/2005,"2307,692308"
82275,34,11,M,BCR,PVE,M,"617,2992308",01/01/2007,14/03/2011,10/04/2006,"2307,692308"
82276,43,3,M,HGH,PVE,F,"222,2",01/01/2000,08/09/2011,29/01/2014,"6511,816077"
82277,62,6,M,HGH,RET,M,"212,6975385",13/05/1955,01/10/9999,04/08/2010,"3477,692308"
82278,35,10,M,HGH,OTH,F,0,01/10/9999,01/10/9999,02/02/2007,"2307,692308"
82279,31,5,M,PRS,PVE,M,"229,5153846",10/09/1986,01/05/2011,14/10/2011,"6047,312462"
82280,69,3,S,BCR,RET,F,"325,7999231",01/01/1950,01/10/9999,19/12/2013,"1185,576923"
82281,48,10,M,HGH,PVE,M,"384,7983846",08/08/2006,15/01/2007,07/12/2006,"4615,384615"
82282,31,6,M,BCR,STE,F,"288,6809231",10/06/2012,10/04/2014,01/12/2010,"2307,692308"
82283,54,14,M,HGH,STE,M,"775,1764615",24/03/1963,01/07/1983,13/02/2003,0
82284,34,9,S,BCR,PVE,F,"574,6153846",01/08/1991,01/10/2008,18/10/2007,"7692,307692"
82285,40,12,M,BCR,STE,F,"363,1541538",15/06/2005,15/06/2005,05/07/2005,"1424,707769"
82286,38,1,M,HGH,PVE,F,"434,2507692",01/01/2013,01/04/2016,16/11/2015,"2307,692308"
82287,30,2,M,HGH,PVE,M,"202,7538462",25/06/1987,01/04/2010,12/06/2015,"6494,287692"
82288,55,10,M,MAS,PVE,M,"695,7988462",01/08/2000,01/02/2004,20/11/2006,"11538,46154"
82289,33,9,S,BCR,STE,F,"325,6153846",01/03/2012,24/11/2008,06/02/2008,"2307,692308"
82290,27,2,M,HGH,PVE,F,"165,1743077",01/01/2009,01/02/2016,24/03/2015,"609,895"
82291,27,8,M,HGH,PVE,F,"259,9615385",11/08/2012,07/10/2011,28/11/2008,"2774,233769"
82292,65,13,M,HGH,RET,M,"218,6811538",01/06/1980,01/10/9999,21/10/2003,"2371,153846"
82293,69,9,M,HGH,RET,M,"205,9676923",01/06/2005,01/10/9999,25/10/2007,"1817,884615"
82294,32,2,M,HGH,PVE,F,"588,9692308",01/01/2009,01/12/2014,05/12/2014,"5433,816923"
82295,70,11,M,HGH,RET,M,"312,3413077",23/05/2012,01/10/9999,23/08/2005,"158,0769231"
82296,58,1,M,HGH,PVE,M,"436,569",17/06/1959,01/10/1999,28/12/2015,"2307,692308"
82297,68,13,W,BCR,RET,F,"339,1976154",01/05/1992,01/10/9999,15/04/2004,4110
82298,44,4,M,HGH,PVE,F,"192,0134615",25/07/2003,08/10/1997,14/06/2013,"5433,816923"
82299,33,10,M,HGH,PVE,M,"344,9333077",01/06/2011,16/12/2007,26/10/2006,"7692,307692"
82300,35,4,M,HGH,PVE,F,"208,5461538",01/01/2000,16/05/2011,30/05/2013,"1422,692308"
82301,63,1,M,HGH,RET,M,260,07/07/1954,06/10/2000,20/07/2015,"126,7137692"
82302,47,11,M,BCR,STE,M,"1029,126154",01/01/2000,06/05/2004,12/09/2005,"4615,384615"
82303,45,5,M,HGH,PVE,F,"185,4230769",19/08/2002,01/10/9999,20/04/2012,"4615,384615"
82304,52,0,M,HGH,STE,M,0,16/08/2012,08/05/2004,16/09/2016,"4615,384615"
82305,44,14,M,HGH,PVE,M,"736,1615385",01/02/2013,18/01/2010,21/08/2002,"4347,115385"
82306,36,11,M,BCR,STE,F,"371,1923077",01/09/2009,01/09/2011,27/10/2005,"2307,692308"
82307,48,9,M,BCR,STE,F,"265,3846154",05/06/1983,01/09/2000,11/12/2007,"3943,899385"
82308,34,3,M,BCR,STE,M,0,24/08/1983,01/06/2010,06/02/2014,"7692,307692"
82309,37,1,S,SEC,PVE,M,"170,1561538",01/01/2002,01/05/2010,15/09/2015,"3172,647923"
82310,46,4,M,HGH,PVE,F,"242,0076923",01/01/1988,01/12/2011,19/12/2012,"5433,816923"
82311,67,6,M,HGH,RET,M,"316,9493846",01/01/1992,01/10/9999,21/09/2010,"1628,192308"
82312,53,13,M,HGH,STE,M,"382,8770769",02/11/1998,13/01/1984,25/06/2004,"9230,769231"
82313,54,15,M,BCR,STE,M,"967,6076923",25/04/2005,06/11/1994,26/12/2001,"7692,307692"
82314,54,4,S,HGH,PVE,M,"230,7692308",28/03/1963,01/07/2012,12/06/2013,"3943,899385"
82315,63,0,M,HGH,OTH,M,0,01/10/9999,01/10/9999,19/10/2016,"7692,307692"
82316,57,11,D,HGH,STE,F,"260,2039231",15/10/1985,04/05/1986,25/08/2005,"4820,321462"
82317,64,11,M,BCR,STE,F,"408,7942308",01/10/1986,15/01/2003,11/08/2005,"1372,526615"
82318,53,11,M,HGH,STE,F,"192,3076923",01/10/2003,02/10/2015,14/04/2006,"2307,692308"
82319,38,12,M,HGH,STE,M,"442,3797692",01/10/2007,05/09/2011,25/01/2005,"2692,307692"
82320,44,12,M,HGH,PVE,M,"374,9461538",11/10/2004,01/01/2006,01/07/2005,"4615,384615"
82321,45,10,W,HGH,PVE,F,"313,9125385",19/01/1996,01/01/2008,11/10/2006,"1778,365385"
82322,42,11,M,BCR,PVE,M,"484,6153846",01/11/1983,09/06/2014,06/04/2006,"1509,930308"
82323,63,1,M,HGH,RET,F,"190,9015385",01/06/1980,01/10/9999,27/11/2015,"403,4551538"
82324,43,10,M,HGH,SFE,M,"184,6153846",01/01/2009,08/09/2006,06/09/2006,"4615,384615"
82325,51,12,M,HGH,STE,M,"446,4760769",24/07/2014,01/03/2007,21/06/2005,"813,1933077"
82326,41,4,M,BCR,STE,F,"297,4980769",25/07/2005,10/01/2004,15/11/2012,"240,488"
82327,67,14,W,HGH,RET,F,"606,6293846",01/05/1970,01/10/9999,10/05/2003,"4805,538462"
82328,37,12,M,HGH,STE,F,"257,1230769",07/04/1980,01/05/2000,24/07/2004,"4615,384615"
82329,61,5,M,BCR,STE,F,"308,8415385",01/09/1996,25/04/2003,24/05/2012,"7692,307692"
82330,46,2,M,BCR,PVE,M,"705,641",30/11/1980,18/12/2014,26/09/2014,"4615,384615"
82331,72,2,M,HGH,RET,M,"302,7326154",01/07/2012,01/10/9999,05/12/2014,"1185,576923"
82332,62,12,M,HGH,RET,F,"232,8929231",03/10/1982,01/02/2005,17/02/2005,"2307,692308"
82333,68,0,M,HGH,RET,F,"205,1995385",12/03/2013,01/10/9999,19/10/2016,"3833,365385"
82334,40,12,M,BCR,SFE,M,"192,3076923",01/07/2000,03/08/2012,06/09/2004,"2307,692308"
82335,66,12,D,BCR,RET,F,"329,0704615",15/10/1977,01/10/9999,08/03/2005,"999,1421538"
82336,25,2,S,HGH,PVE,F,"271,1251538",11/04/1992,01/02/2012,25/08/2014,"4615,384615"
82337,48,12,M,BCR,STE,F,"435,2307692",01/01/1988,25/06/1997,25/03/2005,"2307,692308"
82338,38,4,D,HGH,PVE,F,"238,5282308",04/04/1989,03/03/2014,17/09/2012,"2307,692308"
82339,55,12,M,BCR,PVE,M,"798,5017692",15/07/1985,01/11/2007,13/10/2004,"2366,339615"
82340,68,10,M,BCR,RET,M,"280,9176154",01/01/1995,01/10/9999,13/03/2007,"1185,576923"
82341,42,9,S,HGH,STE,M,"347,3230769",10/12/1975,03/09/2012,15/08/2007,"711,3461538"
82342,39,1,M,BCR,STE,M,"638,4615385",01/04/2006,03/04/2006,05/04/2016,"372,8461538"
82343,57,10,M,HGH,STE,F,"474,6846154",01/09/2013,01/11/2005,06/09/2006,"8764,220923"
82344,70,12,M,HGH,RET,M,"207,7507692",01/05/2002,01/10/9999,27/06/2005,"1383,173077"
82345,66,10,M,HGH,RET,M,"257,6436923",02/01/1951,01/10/9999,14/12/2006,"2371,153846"
82346,34,3,M,BCR,STE,F,"327,7337692",01/01/2007,11/08/2014,13/11/2013,"1511,580846"
82347,52,13,M,HGH,STE,M,"199,6230769",25/09/1965,01/06/1990,10/11/2003,"5433,816923"
82348,52,4,M,BCR,PVE,F,"330,7692308",01/01/1987,08/01/2010,25/06/2013,"2307,692308"
82349,41,4,M,HGH,PVE,F,"178,8769231",09/02/1976,24/04/2013,20/09/2012,"2124,965615"
82350,56,11,M,BCR,STE,F,"383,3647692",18/11/1989,01/04/1991,15/10/2005,"4615,384615"
82351,42,12,M,HGH,STE,M,"392,7076923",14/11/1975,03/01/2001,18/10/2004,"446,1538462"
82352,48,6,M,HGH,PVE,M,"208,3130769",22/11/1969,16/01/2012,01/03/2011,"4995,605923"
82353,40,8,M,HGH,STE,M,"238,0307692",08/09/1977,01/11/2005,03/06/2009,"2887,844769"
82354,44,0,M,HGH,PVE,F,"253,7923077",01/01/1992,01/12/2005,17/10/2016,"400,8133846"
82355,69,12,M,HGH,RET,F,"891,3128462",01/01/1965,01/10/9999,15/10/2004,"790,3846154"
82356,41,10,M,HGH,STE,M,"270,1967692",01/02/1976,17/08/2010,07/07/2006,"6076,923077"
82357,61,9,M,BCR,PVE,M,"560,8384615",10/06/2007,06/02/2012,01/10/2007,"2661,538462"
82358,52,11,M,HGH,OTH,M,"302,8944615",27/05/1998,24/09/1985,16/09/2005,"1538,461538"
82359,40,6,S,PRS,PVE,M,"276,7615385",22/06/1977,01/04/2011,29/07/2010,"7011,376692"
82360,48,3,M,HGH,PVE,F,"184,6230769",22/02/1969,01/01/2014,07/03/2014,"4907,963692"
82361,22,1,S,HGH,PVE,M,"224,9461538",24/05/1995,11/09/2014,20/04/2016,"2307,692308"
82362,41,10,S,HGH,STE,F,"144,0513077",26/06/1976,01/09/2005,20/03/2007,"4615,384615"
82363,32,7,S,HGH,STE,M,"450,9411538",19/12/1985,12/01/2012,07/09/2009,"7692,307692"
82364,51,10,D,BCR,STE,F,"401,7769231",01/01/1995,01/02/1995,29/11/2006,"6836,092308"
82365,30,1,*noval*,HGH,PVE,F,0,01/10/9999,01/02/2016,05/02/2016,"4615,384615"
82366,33,9,D,HGH,PVE,F,"599,9071538",01/01/2007,01/10/9999,28/02/2008,"1738,846154"
82367,23,1,S,HGH,PVE,M,"307,6923077",04/05/1994,01/01/2013,25/01/2016,"1507,243462"
82368,47,0,M,HGH,OTH,F,"168,8848462",01/10/9999,01/10/9999,17/10/2016,"384,6153846"
82369,31,12,M,HGH,PVE,M,"346,89",29/05/1986,01/06/2015,04/04/2005,"1202,440077"
82370,67,4,W,HGH,RET,F,"167,4176923",01/01/1967,01/10/9999,02/04/2013,"4663,269231"
82371,34,1,M,HGH,STE,M,400,10/03/1983,01/12/2012,02/12/2015,"166,3053846"
82372,48,5,M,BCR,PVE,M,"469,6230769",09/04/1969,01/08/2015,02/04/2012,"3851,844462"
82373,48,1,M,HGH,PVE,F,"176,4920769",01/01/1993,15/09/2015,25/03/2016,"1361,412538"
82374,37,9,M,BCR,STE,M,"484,2862308",07/05/1980,01/02/2011,18/09/2007,"1538,461538"
82375,55,11,M,HGH,STE,F,"169,7115385",01/09/2007,16/01/2006,07/12/2005,"2278,697385"
82376,60,12,M,BCR,STE,F,"580,0769231",09/03/1991,15/04/2008,20/10/2004,"601,2200769"
82377,44,8,*noval*,HGH,PVE,F,0,01/10/9999,18/08/2014,02/08/2008,"1580,769231"
82378,49,11,M,MAS,STE,F,"354,9307692",10/05/1968,22/11/2004,04/08/2005,"2307,692308"
82379,66,10,M,HGH,RET,M,"209,9191538",01/02/1955,01/10/9999,27/10/2006,"2371,153846"
82380,34,2,M,HGH,PVE,F,"203,5230769",14/04/2015,01/07/2015,30/09/2014,"2307,692308"
82381,58,2,M,HGH,RET,M,"179,3384615",11/10/1959,01/10/9999,26/05/2015,"4625,765769"
82382,42,9,M,HGH,PVE,M,479,05/03/1975,27/08/2007,27/08/2007,"4615,384615"
82383,43,11,M,BCR,STE,M,"359,8384615",01/01/2008,01/04/2007,09/12/2005,"2307,692308"
82384,61,15,M,BCR,STE,F,"665,1692308",01/01/2012,05/07/2004,01/02/2002,"4615,384615"
82385,55,12,M,HGH,STE,F,"377,4340769",31/12/1988,01/06/1996,18/04/2005,"5258,532538"
82386,52,4,M,HGH,STE,F,"292,3307692",01/01/1994,25/09/1989,16/08/2012,"5384,615385"
82387,29,0,M,HGH,PVE,F,300,01/01/2006,01/08/2011,15/10/2016,"164,7762308"
82388,39,9,M,HGH,PVE,M,"433,4063077",01/03/2005,24/09/2008,15/01/2008,"3349,429923"
82389,64,2,M,HGH,RET,M,"187,3190769",08/05/1975,01/10/9999,25/12/2014,"1580,769231"
82390,34,12,M,PRS,PVE,M,"468,4793077",08/07/1983,23/05/2005,23/05/2005,"7692,307692"
82391,53,9,M,HGH,STE,F,"608,7407692",28/11/1985,01/07/2004,15/11/2007,"2307,692308"
82392,63,12,S,BCR,RET,M,"241,5",07/01/1954,01/10/9999,06/10/2004,"5366,711538"
82393,61,2,M,HGH,PVE,F,"198,9991538",01/01/2001,02/10/2014,23/02/2015,"2307,692308"
82394,30,1,S,HGH,PVE,F,200,06/12/1987,28/03/2015,08/12/2015,"177,0807692"
82395,67,9,M,HGH,RET,F,"208,3866923",01/10/1983,01/10/9999,23/11/2007,"476,1515385"
82396,60,3,M,HGH,RET,M,"280,9085385",01/05/2002,01/10/9999,20/11/2013,"2307,692308"
82397,38,0,W,HGH,RET,F,"238,4676923",01/01/2016,01/10/9999,11/08/2016,"4615,384615"
82398,44,9,M,HGH,PVE,M,"219,2792308",15/07/1973,01/10/2007,08/11/2007,"3425,778231"
82399,40,8,M,HGH,PVE,F,"273,2230769",01/01/2000,14/02/2009,09/03/2009,"729,2434615"
82400,51,15,D,HGH,PVE,F,"1671,969231",24/07/2015,20/03/2006,17/11/2001,"7692,307692"
82401,34,1,S,HGH,PVE,M,"307,6923077",08/08/2010,09/12/2014,24/12/2015,"4615,384615"
82402,60,7,W,HGH,STE,F,"274,391",01/12/2003,12/11/2007,27/07/2009,"8439,944769"
82403,34,12,M,HGH,PVE,M,"307,6923077",26/04/1983,15/04/2016,08/09/2004,"7982,884615"
82404,32,8,M,BCR,OTH,M,"2346,221462",03/09/1985,11/08/2008,06/08/2008,"18121,03669"
82405,51,0,M,BCR,PVE,F,"176,4307692",01/06/1998,01/06/2006,18/10/2016,"723,8523077"
82406,33,0,M,HGH,PVE,M,"199,3923077",28/03/1984,15/10/2014,19/10/2016,"2307,692308"
82407,71,5,M,BCR,RET,M,"244,4392308",01/05/1976,01/10/9999,13/06/2012,"2450,192308"
82408,33,8,S,BCR,STE,F,"407,3923077",20/09/2012,24/01/2011,11/12/2008,"438,2110769"
82409,54,1,M,HGH,PVE,M,"192,3076923",01/06/2008,01/06/2012,05/10/2015,"2307,692308"
82410,68,5,M,HGH,RET,M,"371,7356923",02/11/2007,01/10/9999,23/05/2012,"745,7383846"
82411,41,4,M,HGH,STE,M,"173,0692308",16/11/2000,01/04/2004,26/03/2013,"2278,697385"
82412,51,3,D,HGH,STE,F,"192,3076923",01/06/2000,16/02/2010,20/05/2014,"2719,956"
82413,24,4,M,BCR,OTH,F,"316,7307692",01/10/9999,01/10/9999,25/06/2013,"1794,973077"
82414,27,1,M,HGH,PVE,F,"197,6538462",01/01/2010,15/04/2016,18/04/2016,"4294,468231"
82415,26,0,S,HGH,PVE,F,"192,3076923",01/01/2016,10/08/2015,13/10/2016,"2307,692308"
82416,33,4,S,HGH,PVE,M,"242,0153846",01/08/1984,01/05/2008,24/12/2012,"402,2436923"
82417,66,12,M,HGH,RET,M,"213,9965385",23/09/1951,01/10/9999,17/09/2004,"1343,653846"
82418,67,2,M,HGH,RET,M,"166,6853077",01/01/2000,01/10/9999,12/05/2015,"2094,519231"
82419,58,15,M,HGH,PVE,F,"945,7546154",01/06/1996,10/12/2001,20/12/2001,"1923,076923"
82420,71,2,W,HGH,RET,F,"145,2553846",01/01/1969,01/10/9999,18/07/2014,"237,1153846"
82421,46,14,M,HGH,STE,F,"346,1272308",01/10/2000,01/02/1995,10/12/2002,"7624,872154"
82422,57,0,W,HGH,RET,F,"307,6923077",01/01/1982,05/01/2002,18/10/2016,"412,7130769"
82423,37,3,M,HGH,PVE,M,"212,8205385",01/02/2016,11/05/2015,18/10/2013,"2307,692308"
82424,39,10,M,HGH,PVE,F,"339,9244615",01/09/2012,08/11/2006,22/11/2006,"1884,054385"
82425,62,12,M,HGH,STE,M,"420,0446923",01/01/1980,24/04/1987,04/07/2005,"5351,918538"
82426,40,4,M,HGH,PVE,M,"162,3284615",10/06/1991,24/06/2014,08/02/2013,"3505,688385"
82427,47,2,M,HGH,PVE,M,"276,9230769",01/01/2006,01/04/2006,03/09/2014,"303,5330769"
82428,43,10,M,BCR,PVE,F,"466,7910769",01/01/2015,01/10/2006,06/10/2006,"2692,307692"
82429,63,11,S,HGH,RET,F,"253,4461538",01/01/1968,01/10/9999,15/05/2006,"3951,923077"
82430,58,12,D,BCR,STE,F,"629,9869231",10/05/2001,28/06/1995,02/02/2005,"3076,923077"
82431,46,13,M,HGH,PVE,F,"1033,846154",29/10/1994,01/05/2004,20/05/2004,"4615,384615"
82432,45,11,M,HGH,PVE,F,"412,9944615",01/01/2000,16/03/2002,19/10/2005,"2307,692308"
82433,61,4,M,HGH,PVE,F,"317,6923077",02/07/2014,01/01/2004,14/02/2013,"7931,619923"
82434,67,5,M,HGH,RET,M,"225,9723077",01/01/1980,01/10/9999,19/10/2011,"869,4230769"
82435,36,11,M,PRS,STE,M,"485,5127692",30/05/1990,02/06/2004,29/11/2005,"7712,514462"
82436,53,10,M,BCR,PVE,M,"215,3846154",01/01/2008,23/02/2015,19/10/2006,"521,0573846"
82437,55,11,M,HGH,PVE,F,"345,2066923",07/09/1984,01/11/2008,08/07/2005,"2307,692308"
82438,37,6,M,BCR,PVE,F,"232,0153846",29/08/2003,01/10/2006,17/01/2011,"6836,092308"
82439,26,3,S,HGH,PVE,M,"268,9769231",31/12/1991,01/10/2015,15/07/2013,"2307,692308"
82440,57,0,M,HGH,PVE,M,"188,2123077",23/11/1960,01/06/2016,12/09/2016,"4615,384615"
82441,68,3,M,BCR,RET,M,"234,0210769",09/12/1949,01/10/9999,08/07/2013,"3319,615385"
82442,28,4,S,BCR,PVE,F,"338,4615385",01/01/1992,15/02/2016,03/06/2013,"2307,692308"
82443,64,12,S,HGH,RET,F,"274,1664615",01/03/1953,01/10/9999,08/06/2005,"4016,736615"
82444,30,2,S,HGH,PVE,M,"338,4846154",22/08/1987,08/07/2011,08/05/2015,"2307,692308"
